code,description_es,description_pt
Q969,Síndrome de Turner,Síndrome de Turner não especificada
Q97,Otras anomalías de los cromosomas sexuales,
Q970,Cariotipo 47,"Cariótipo 47, XXX"
Q971,Mujer con más de tres cromosomas X,Mulher com mais de três cromossomos X
Q972,Mosaico,"Mosaicismo cromossômico, linhagens com diversos números de cromossomos X"
Q973,Mujer con cariotipo 46,"Mulher com cariótipo 46, XY"
Q978,Otras anomalías de los cromosomas sexuales,"Outras anomalias especificadas dos cromossomos sexuais, fenótipo feminino"
Q979,Anomalía de los cromosomas sexuales,"Anomalias não especificadas dos cromossomos sexuais, fenótipo feminino"
Q98,Otras anomalías de los cromosomas sexuales,
Q980,Síndrome de Klinefelter,"Síndrome de Klinefelter, cariótipo 47, XXY"
Q981,Síndrome de Klinefelter,"Síndrome de Klinefelter, homem com mais de dois cromossomos X"
Q982,Síndrome de Klinefelter,"Síndrome de Klinefelter, homem com cariótipo 46, XX"
Q983,Otro hombre con cariotipo 46,"Outro homem com cariótipo 46, XX"
Q984,Síndrome de Klinefelter,Síndrome de Klinefelter não especificada
Q985,Cariotipo 47,"Cariótipo 47, XYY"
Q986,Hombre con cromosoma sexual estructuralmente anormal,Homem com cromossomos sexuais de estrutura anormal
Q987,Hombre con mosaico de cromosomas sexuales,Homem com mosaicismo dos cromossomos sexuais
Q988,Otras anomalías de los cromosomas sexuales,"Outras anomalias especificadas dos cromossomos sexuais, fenótipo masculino"
Q989,Anomalía de los cromosomas sexuales,"Anomalias não especificadas dos cromossomos sexuais, fenótipo masculino"
Q99,Otras anomalías cromosómicas,
Q990,Quimera 46,"Quimera 46, XX/46, XY"
Q991,Hermafrodita verdadero 46,"Hermafrodite verdadeiro 46, XX"
Q992,Cromosoma X frágil,Cromossomo X frágil
Q998,Otras anomalías de los cromosomas,Outras anomalias cromossômicas especificadas
Q999,Anomalía cromosómica,Anomalia cromossômica não especificada
R00,Anormalidades del latido cardíaco,
R00-R09,Síntomas y signos que involucran los sistemas circulatorio y respiratorio,
R00-R99,Síntomas,
R000,Taquicardia,Taquicardia não especificada
R001,Bradicardia,Bradicardia não especificada
R002,Palpitaciones,Palpitações
R008,Otras anormalidades del latido cardíaco y las no especificadas,Outras anormalidades e as não especificadas do batimento cardíaco
R01,Soplos y otros sonidos cardíacos,
R010,Soplos cardíacos benignos o inocentes,Sopros cardíacos benignos ou inocentes
R011,Soplo cardíaco,"Sopro cardíaco, não especificado"
R012,Otros sonidos cardíacos,Outros ruídos cardíacos
R02,Gangrena,Gangrena não classificada em outra parte
R03,Lectura de presión sanguínea anormal,
R030,Lectura elevada de la presión sanguínea,Valor elevado da pressão arterial sem o diagnóstico de hipertensão
R031,Lectura de presión baja no específica,Valor baixo da pressão arterial não específico
R04,Hemorragias de las vías respiratorias,
R040,Epistaxis,Epistaxis
R041,Hemorragia de la garganta,Hemorragia da garganta
R042,Hemoptisis,Hemoptise
R048,Hemorragia de otros sitios de las vías respiratorias,Hemorragia de outras localizações das vias respiratórias
R049,Hemorragia de las vías respiratorias,Hemorragia não especificada das vias respiratórias
R05,Tos,Tosse
R06,Anormalidades de la respiración,
R060,Disnea,Dispnéia
R061,Estridor,Estridor
R062,Silbido,Respiração ofegante
R063,Respiración periódica,Respiração periódica
R064,Hiperventilación,Hiperventilação
R065,Respiración con la boca,Respiração pela boca
R066,Hipo,Soluço
R067,Estornudo,Espirro
R068,Otras anormalidades de la respiración y las no especificadas,Outras anormalidades e as não especificadas da respiração
R07,Dolor de garganta y en el pecho,
R070,Dolor de garganta,Dor de garganta
R071,Dolor en el pecho al respirar,Dor torácica ao respirar
R072,Dolor precordial,Dor precordial
R073,Otros dolores en el pecho,Outra dor torácica
R074,Dolor en el pecho,"Dor torácica, não especificada"
R09,Otros síntomas y signos que involucran los sistemas circulatorio y respiratorio,
R090,Asfixia,Asfixia
R091,Pleuresía,Pleurisia
R092,Paro respiratorio,Parada respiratória
R093,Esputo anormal,Escarro anormal
R098,Otros síntomas y signos especificados que involucran los sistemas circulatorio y respiratorio,Outros sintomas e sinais especificados relativos aos aparelhos circulatório e respiratório
R10,Dolor abdominal y pélvico,
R10-R19,Síntomas y signos que involucran el sistema digestivo y el abdomen,
R100,Abdomen agudo,Abdome agudo
R101,Dolor abdominal localizado en parte superior,Dor localizada no abdome superior
R102,Dolor pélvico y perineal,Dor pélvica e perineal
R103,Dolor localizado en otras partes inferiores del abdomen,Dor localizada em outras partes do abdome inferior
R104,Otros dolores abdominales y los no especificados,Outras dores abdominais e as não especificadas
R11,Náusea y vómito,Náusea e vômitos
R12,Acidez,Pirose
R13,Disfagia,Disfagia
R14,Flatulencia y afecciones afines,Flatulência e afecções correlatas
R15,Incontinencia fecal,Incontinência fecal
R16,Hepatomegalia y esplenomegalia,
R160,Hepatomegalia,Hepatomegalia não classificada em outra parte
R161,Esplenomegalia,Esplenomegalia não classificada em outra parte
R162,Hepatomegalia con esplenomegalia,Hepatomegalia com esplenomegalia não classificada em outra parte
R17,Ictericia no especificada,Icterícia não especificada
R18,Ascitis,Ascite
R19,Otros síntomas y signos que involucran el sistema digestivo y el abdomen,
R190,Tumefacción,"Massa, tumoração ou tumefação intra-abdominal e pélvica"
R191,Sonidos intestinales anormales,Ruídos hidroaéreos anormais
R192,Peristalsis visible,Peristaltismo visível
R193,Rigidez abdominal,Rigidez abdominal
R194,Cambios en los hábitos intestinales,Alteração do hábito intestinal
R195,Otras anormalidades fecales,Outras anormalidades fecais
R196,Halitosis,Halitose
R198,Otros síntomas y signos especificados que involucran el sistema digestivo y el abdomen,Outros sintomas e sinais especificados relativos ao aparelho digestivo e ao abdome
R20,Alteraciones de la sensibilidad cutánea,
R20-R23,Síntomas y signos que involucran la piel y el tejido subcutáneo,
R200,Anestesia de la piel,Anestesia cutânea
R201,Hipoestesia de la piel,Hipoestesia cutânea
R202,Parestesia de la piel,Parestesias cutâneas
R203,Hiperestesia,Hiperestesia
R208,Otras alteraciones de la sensibilidad cutánea y las no especificadas,Outros distúrbios e os não especificadas da sensibilidade cutânea
R21,Salpullido y otras erupciones cutáneas no especificadas,Eritema e outras erupções cutâneas não especificadas
R22,Tumefacción,
R220,Tumefacción,"Tumefação, massa ou tumoração localizadas da cabeça"
R221,Tumefacción,"Tumefação, massa ou tumoração localizadas do pescoço"
R222,Tumefacción,"Tumefação, massa ou tumoração localizadas do tronco"
R223,Tumefacción,"Tumefação, massa ou tumoração localizadas de membro superior"
R224,Tumefacción,"Tumefação, massa ou tumoração localizadas no membro inferior"
R227,Tumefacción,"Tumefação, massa ou tumoração localizadas de múltiplas localizações"
R229,Tumefacción,"Tumefação, massa ou tumoração não especificadas, localizadas"
R23,Otros cambios en la piel,
R230,Cianosis,Cianose
R231,Palidez,Palidez
R232,Rubor,Rubor
R233,Equimosis espontánea,Equimoses espontâneas
R234,Cambios en la textura de la piel,Alterações na textura da pele
R238,Otros cambios de la piel y los no especificados,Outras alterações da pele e as não especificadas
R25,Movimientos involuntarios anormales,
R25-R29,Síntomas y signos que involucran los sistemas nervioso y osteomuscular,
R250,Movimientos anormales de la cabeza,Movimentos anormais da cabeça
R251,Temblor no especificado,Tremor não especificado
R252,Calambres y espasmos,Cãibras e espasmos
R253,Fasciculación,Fasciculação
R258,Otros movimientos anormales involuntarios y los no especificados,Outros movimentos involuntários anormais e os não especificados
R26,Anormalidades de la marcha y de la movilidad,
R260,Marcha atáxica,Marcha atáxica
R261,Marcha paralítica,Marcha paralítica
R262,Dificultad para caminar,Dificuldade para andar não classificada em outra parte
R268,Otras anormalidades de la marcha y de la movilidad y las no especificadas,Outras anormalidades da marcha e da mobilidade e as não especificadas
R27,Otras fallas de coordinación,
R270,Ataxia,Ataxia não especificada
R278,Otras fallas de la coordinación y las no especificadas,Outros distúrbios da coordenação e os não especificados
R29,Otros síntomas y signos que involucran los sistemas nervioso y osteomuscular,
R290,Tetania,Tetania
R291,Meningismo,Meningismo
R292,Reflejos anormales,Reflexos anormais
R293,Postura anormal,Postura anormal
R294,Chasquido de la cadera,Quadril estalante
R296,Tendencia a caer,"Tendência a queda, não classificada em outra parte"
R298,Otros síntomas y signos que involucran los sistemas nervioso y osteomuscular y los no especificados,Outros sintomas e sinais relativos aos sistemas nervoso e osteomuscular e os não especificados
R30,Dolor asociado con la micción,
R30-R39,Síntomas y signos que involucran el sistema urinario,
R300,Disuria,Disúria
R301,Tenesmo vesical,Tenesmo vesical
R309,Micción dolorosa,"Micção dolorosa, não especificada"
R31,Hematuria,Hematúria não especificada
R32,Incontinencia urinaria,Incontinência urinária não especificada
R33,Retención de orina,Retenção urinária
R34,Anuria y oliguria,Anúria e oligúria
R35,Poliuria,Poliúria
R36,Descarga uretral,Secreção uretral
R39,Otros síntomas y signos que involucran el sistema urinario,
R390,Extravasación de la orina,Extravasamento de urina
R391,Otras dificultades de la micción,Outras dificuldades à micção
R392,Uremia extrarrenal,Uremia extra-renal
R398,Otros síntomas y signos que involucran el sistema urinario y los no especificados,Outros sintomas e sinais relativos ao aparelho urinário e os não especificados
R40,Somnolencia,
R40-R46,Síntomas y signos que involucran el conocimiento,
R400,Somnolencia,Sonolência
R401,Estupor,Estupor
R402,Coma,Coma não especificado
R41,Otros síntomas y signos que involucran la función cognoscitiva y la conciencia,
R410,Desorientación no especificada,Desorientação não especificada
R411,Amnesia anterógrada,Amnésia anterógrada
R412,Amnesia retrógrada,Amnésia retrógrada
R413,Otra amnesia,Outra amnésia
R418,Otros síntomas y signos que involucran la función cognoscitiva y la conciencia y los no especificados,Outros sintomas e sinais especificados relativos às funções cognitivas e à consciência
R42,Mareo y desvanecimiento,Tontura e instabilidade
R43,Trastornos del olfato y del gusto,
R430,Anosmia,Anosmia
R431,Parosmia,Parosmia
R432,Parageusia,Parageusia
R438,Otras alteraciones del gusto y del olfato y las no especificadas,Outros distúrbios do olfato e do paladar e os não especificados
R44,Otros síntomas y signos que involucran las sensaciones y percepciones generales,
R440,Alucinaciones auditivas,Alucinações auditivas
R441,Alucinaciones visuales,Alucinações visuais
R442,Otras alucinaciones,Outras alucinações
R443,Alucinaciones,Alucinações não especificadas
R448,Otros síntomas y signos que involucran las sensaciones y percepciones generales y los no especificados,Outros sintomas e sinais especificados relativos às sensações e percepções gerais
R45,Síntomas y signos que involucran el estado emocional,
R450,Nerviosismo,Nervosismo
R451,Inquietud y agitación,Agitação e inquietação
R452,Infelicidad,Tristeza
R453,Desmoralización y apatía,Apatia e desinteresse
R454,Irritabilidad y enojo,Irritabilidade e mau humor
R455,Hostilidad,Hostilidade
R456,Violencia física,Violência física
R457,Tensión y estado de choque emocional,"Estado de choque emocional e tensão, não especificado"
R458,Otros síntomas y signos que involucran el estado emocional,Outros sintomas e sinais relativos ao estado emocional
R46,Síntomas y signos que involucran la apariencia y el comportamiento,
R460,Muy bajo nivel de higiene personal,Baixo nível de higiene pessoal
R461,Apariencia personal extraña,Aparência pessoal bizarra
R462,Conducta extraña e inexplicable,Comportamento estranho e inexplicável
R463,Hiperactividad,Hiperatividade
R464,Lentitud y pobre respuesta,Lentidão e baixa reatividade
R465,Suspicacia y evasividad marcadas,Personalidade suspeita e evasiva
R466,Preocupación indebida por sucesos que causan tensión,Inquietação e preocupação exageradas com acontecimentos estressantes
R467,Verbosidad y detalles circunstanciales que oscurecen la razón de la consulta o el contacto,Verborragia e pormenores circunstanciais mascarando o motivo da consulta
R468,Otros síntomas y signos que involucran la apariencia y el comportamiento,Outros sintomas e sinais relativos à aparência e ao comportamento
R47,Alteraciones del habla,
R47-R49,Síntomas y signos que involucran el habla y la voz,
R470,Disfasia y afasia,Disfasia e afasia
R471,Disartria y anartria,Disartria e anartria
